"title","imdb_id","genres","overview","poster_path"
"Awake","211933","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","While undergoing heart surgery, a man experiences a phenomenon called ‘anesthetic awareness’, which leaves him awake but paralyzed throughout the operation. As various obstacles present themselves, his wife must make life-altering decisions while wrestling with her own personal drama.","/yW2LVppyMyutKrZJNqRUVf4nPON.jpg"
"Maximum Conviction","2119474","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]","When former black ops operative Tom Steele and his partner Manning are assigned to decommission an old prison, they must oversee the arrival of two mysterious female prisoners. Before long, an elite force of mercenaries assault the prison in search of the new arrivals. As the true identities of the women are revealed, Steele realizes he's caught in the middle of something far bigger than he had imagined.","/ccwbJ27wPv66Qhgp1sFpyfUbbG3.jpg"
"Pixels","2120120","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.","/ktyVmIqfoaJ8w0gDSZyjhhOPpD6.jpg"
"Shriek If You Know What I Did Last Friday the Thirteenth","212235","[{'id': 35, 'name': 'Comedy'}]","Another spoof of the Scream/I Know What You Did Last Summer horror gene involving a group of popular high school students stalked by a bumbling masked killer while a dogged reporter named Hagitha Utslay covers the story and of the plight of the prime suspect and transfer student Dawson.","/gFumrraJh51KdkymMQLlPsE5zbj.jpg"
"Meet the Parents","212338","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze.","/wVjtQtzv9IcNRGnOOdcK797Sdxx.jpg"
"Miss Congeniality","212346","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]","When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.","/mILq93mndRkMRz1MgaKqD3WpR1d.jpg"
"Blow Dry","212380","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","The annual British Hairdressing Championship comes to Keighley, a town where Phil and son Brian run a barbershop and Phil's ex-wife Shelly and her lover Sandra run a beauty salon.","/l6Fu04PHm5ai62WdF7PlQ3RCIr8.jpg"
"How to Survive a Plague","2124803","[{'id': 99, 'name': 'Documentary'}]","A story of two coalitions – ACT UP and TAG (Treatment Action Group) – whose activism and innovation turned AIDS from a death sentence into a manageable condition. Despite having no scientific training, these self-made activists infiltrated the pharmaceutical industry and helped identify promising new drugs, moving them from experimental trials to patients in record time.","/cuUyFgYtCKBKxhNnb4jtMYPISYW.jpg"
"Beasts of the Southern Wild","2125435","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]","Hushpuppy, an intrepid six-year-old girl, lives with her father, Wink in 'the Bathtub', a southern Delta community at the edge of the world. Wink’s tough love prepares her for the unraveling of the universe – for a time when he’s no longer there to protect her. When Wink contracts a mysterious illness, nature flies out of whack – temperatures rise, and the ice caps melt, unleashing an army of prehistoric creatures called aurochs. With the waters rising, the aurochs coming, and Wink’s health fading, Hushpuppy goes in search of her lost mother.","/nQJmWekGYlXhezGUb21xFfEfwhH.jpg"
"Searching for Sugar Man","2125608","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]","Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock 'n' roller, Rodriguez. The film won Best Documentary at the 85th Academy Awards.","/7Jr5J3pdgEnQymHNge20XUM3YlV.jpg"
"The House I Live In","2125653","[{'id': 99, 'name': 'Documentary'}]","In the past 40 years, the War on Drugs has accounted for 45 million arrests, made America the world's largest jailer, and destroyed impoverished communities at home and abroad. Yet drugs are cheaper, purer, and more available today than ever. Where did we go wrong, and what can be done?","/9M0F27OnjPuJ2yiu6NCa1o4mkun.jpg"
"The Queen of Versailles","2125666","[{'id': 99, 'name': 'Documentary'}]","With the epic dimensions of a Shakespearean tragedy, The Queen of Versailles follows billionaires Jackie and David’s rags-to-riches story to uncover the innate virtues and flaws of their American dream. We open on the triumphant construction of the biggest house in America, a sprawling, 90,000-square-foot mansion inspired by Versailles. Since a booming time-share business built on the real-estate bubble is financing it, the economic crisis brings progress to a halt and seals the fate of its owners. We witness the impact of this turn of fortune over the next two years in a riveting film fraught with delusion, denial, and self-effacing humor.","/yTCFKHcxZ3b65ofbSvfvjq8EgRF.jpg"
"Blackadder Back & Forth","212579","[{'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}]","It's Millennium Eve and Blackadder is hosting a dinner party for a few select friends, Lady Elizabeth, Viscount George, Archbishop Melchett and Archbishop Darling. Baldrick devises yet another of his infamous cunning plans to help his ever greedy master Edmund Blackadder con money from his gullible friends. The pair build a ""time machine"" from empty cereal packets and place bets with their friends as to when in history they will travel, retrieving various artifacts from their travels as proof, items which Blackadder already owns! However, in a strange twist of fate the time machine actually works and the pair are thrown back in history initially to the Jurassic period. Gradually the pair start to return to their own time stopping off at various famous times in history such as Sherwood Forest and the Battle of Waterloo but will they make it home?","/lXhuiCUkG1zS3W72ij8P3u62Bih.jpg"
"San Andreas","2126355","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.","/qey0tdcOp9kCDdEZuJ87yE3crSe.jpg"
"2046","212712","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]","2046 is the sequel to Wong Kar-Wais’ successful box-office hit In The Mood For Love. A film about affairs, ending relationships, and a shared love for Kung-Fu novels as the main character, Chow, writes his own novel and reflects back on his favorite love Su.","/orslhtqVBbI1n7RECP7Fkhuodph.jpg"
"A.I. Artificial Intelligence","212720","[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","A robotic boy, the first programmed to love, David is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin.","/wnUAcUrMRGPPZUDroLeZhSjLkuu.jpg"
"Big Eden","212815","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Big Eden is a tiny fictional town in northwestern Montana, as Preston Sturges or Frank Capra might have envisioned it. Timber and Cowboy country. This is the story of Henry Hart, a successful New York Artist, who returns to the town of his childhood to care for the ailing grandfather who raised him. Back in Big Eden, Henry must come to terms with his relationship to Dean Stewart, his best friend.","/wAZSjBguUpjWeyhKNy0RFmez8NO.jpg"
"Bread and Roses","212826","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Maya is a quick-witted young woman who comes over the Mexican border without papers and makes her way to the LA home of her older sister Rosa. Rosa gets Maya a job as a janitor: a non-union janitorial service has the contract, the foul-mouthed supervisor can fire workers on a whim, and the service-workers' union has assigned organizer Sam Shapiro to bring its ""justice for janitors"" campaign to the building. Sam finds Maya a willing listener, she's also attracted to him. Rosa resists, she has an ailing husband to consider. The workers try for public support; management intimidates workers to divide and conquer. Rosa and Maya as well as workers and management may be set to collide.","/7zEnvqFgD1JEHcsO5JbLcLWi4RO.jpg"
"Groove","212974","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","An inside look into one night in the San Francisco underground rave scene.","/vtOkzpBtutlhGsfqR1WitDGkG8R.jpg"
"Hannibal","212985","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","After having successfully eluded the authorities for years, Hannibal peacefully lives in Italy in disguise as an art scholar. Trouble strikes again when he's discovered leaving a deserving few dead in the process. He returns to America to make contact with now disgraced Agent Clarice Starling, who is suffering the wrath of a malicious FBI rival as well as the media.","/v5wAZwRqpGWmyAaaJ8BBHYuNXnj.jpg"
"West of Memphis","2130321","[{'id': 99, 'name': 'Documentary'}]","An examination of a failure of justice in Arkansas. The documentary tells the hitherto unknown story behind an extraordinary and desperate fight to bring the truth to light. Told and made by those who lived it, the filmmakers' unprecedented access to the inner workings of the defense, allows the film to show the investigation, research and appeals process in a way that has never been seen before; revealing shocking and disturbing new information about a case that still haunts the American South.","/5ldRWXBPbapWPH67c3HmumgRist.jpg"
"Pearl Harbor","213149","[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]","The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.","/gzjMpcyV1RksWonaA87DZ8wQTH0.jpg"
"Rugrats in Paris: The Movie","213203","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","The Rugrats are back! There's Tommy the brave one, Chuckie the timid one, Phil and Lil the odd couple, Dil, and spoiled brat Angelica. This time they're wreaking havoc in Paris, France, where Tommy's dad Stu is summoned after yet another one of his inventions took a dump.","/dxWzIrSEwDrQjzXntdNQaJpytu7.jpg"
"The Bling Ring","2132285","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","Inspired by actual events, a group of fame-obsessed teenagers use the Internet to track celebrities' whereabouts in order to rob their homes.","/9Z2KAOP1X3ACE22moHu9QdYUK7U.jpg"
"The Ladies Man","213790","[{'id': 35, 'name': 'Comedy'}]","Because of his salacious language, late-night radio advice-show host Leon Phelps, along with his sweet and loyal producer Julie, is fired from his Chicago gig. Leon gets a letter from a former lover promising a life of wealth, but he doesn't know who she is. Can Leon find his secret sugar-mama? What about Julie?","/jsxJgk6tepO5NzrgtKYiO6Q7KnL.jpg"
"Malena","213847","[{'id': 18, 'name': 'Drama'}]","On the day in 1940 that Italy enters the war, two things happen to the 12-year-old Renato: he gets his first bike, and he gets his first look at Malèna. She is a beautiful, silent outsider who's moved to this Sicilian town to be with her husband, Nico. He promptly goes off to war, leaving her to the lustful eyes of the men and the sharp tongues of the women. During the next few years, as Renato grows toward manhood, he watches Malèna suffer and prove her mettle. He sees her loneliness, then grief when Nico is reported dead, the effects of slander on her relationship with her father, her poverty and search for work, and final humiliations. Will Renato learn courage from Malèna and stand up for her?","/6T3CqD4hS6xf5dnuAXcrYMsVtzR.jpg"
"Playing It Cool","2139555","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","The story of a young man disillusioned by love who meets a breathtaking young woman at a charity dinner by pretending to be a philanthropist. Turns out that she’s engaged to a guy who doesn’t like her going on dates. Challenged by the chase, and egged on by his eclectic friends, he feigns a platonic relationship in order to keep seeing her as he tries to conquer her heart","/mBzSxaPOcq8XwXq4qkkyy8Ev9Go.jpg"
"Wolf Children","2140203","[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","Hana, a nineteen-year-old college student, falls in love with a man only for him to reveal his secret; he is a Wolf Man. Eventually the couple bear two children together; a son and daughter they name Ame and Yuki who both inherit the ability to transform into wolves from their father. When the man Hana fell in love with suddenly dies, she makes the decision to move to a rural town isolated from society to continue raising the children in protection.","/rDMxjCYEVnvLC4nsBpB6wjL0LDy.jpg"
"Saving Mr. Banks","2140373","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","Author P.L. Travers travels from London to Hollywood as Walt Disney Pictures adapts her novel Mary Poppins for the big screen.","/mvs3reS18RP6IhjLwwLeVtkoeg0.jpg"
"Self/less","2140379","[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.","/5MUyULSD4syaMQFcfPABqopAO4e.jpg"
"Two Night Stand","2140619","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","After an extremely regrettable one night stand, two strangers wake up to find themselves snowed in after sleeping through a blizzard that put all of Manhattan on ice. They're now trapped together in a tiny apartment, forced to get to know each other way more than any one night stand should.","/787egmKPQvpL7GiUze7AlkoQB1B.jpg"
"100 Girls","214388","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","This sexy, teen-comedy is about a freshman, Matthew, at college who meets his dream girl in a dorm elevator during a blackout. He never sees her face, but instantly falls in love. In the morning, the power is restored, but the ""dream girl"" has vanished. All Matthew knows is that she lives in an all-girls dorm. He sets out on a semester-long journey to find his mystery girl amongst a hundred female suspects. Could it be Wendy? Dora? Arlene? Patty? Cynthia? Or the 95 other girls, any of whom could have been in that elevator with Matthew.","/mi61ZTuyEIT6XO3O1HAyDKWmKhQ.jpg"
"Robot Overlords","2145829","[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]","Earth has been conquered by robots from another galaxy and the human survivors must stay in their homes, or risk incineration.","/9gza49pO2avFcqcpn9qsRUD012e.jpg"
"56 Up","2147134","[{'id': 99, 'name': 'Documentary'}]","When a cross-section of seven-year-olds were interviewed for 7 Up in 1964 it was immediately evident that their social backgrounds influenced their attitudes towards life. While the upper class children were confident and self-assured, those from middle and working class backgrounds were resigned to a challenging life of hard work. This premise was put to the test every seven years when the same group were interviewed about the progression of their lives. 49 years in the making, the changes that occurred to the original 14 make for fascinating television and are in many ways the stories of all our lives. From success and disappointment, marriage and childbirth, to poverty and illness, nearly every facet of life has been captured on film. Now, at the age of 56, the group are once more brought together and, with the benefit of hindsight, assess whether their lives have been ruled by circumstance or self-determination.","/32tZc2nndes6xKDHR7sBibIEzZ7.jpg"
"Road Trip","215129","[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","Four friends take off on an 1800 mile road trip to retrieve an illicit tape mistakenly mailed to a girl friend.","/DCoZVnHVvtKTYwfM00dfVRbfUQ.jpg"
"The Pervert's Guide to Ideology","2152198","[{'id': 99, 'name': 'Documentary'}]","Philosopher Slavoj Žižek and filmmaker Sophie Fiennes reunites for this follow-up to their hit The Pervert's Guide to Cinema, using their interpretation of moving pictures to present a compelling cinematic journey into the heart of ideology – the dreams that shape our collective beliefs and practices.","/s5Cf1RLXcVICXyGrRZF3AodE5sO.jpg"
"Shower","215369","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]","An aged father and his younger, mentally challenged son have been working hard every day to keep the bathhouse running for a motley group of regular customers. When his elder son, who left years ago to seek his fortune in the southern city of Shenzhen, abruptly returns one day, it once again puts under stress the long-broken father-son ties. Presented as a light-hearted comedy, Shower explores the value of family, friendship, and tradition.","/9a9csHTZRIMMnqx2z0H2kNvf6wa.jpg"
"Bamboozled","215545","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","TV producer Pierre Delacroix (Damon Wayans) becomes frustrated when network brass reject his sitcom idea. Hoping to get fired, Delacroix pitches the worst idea he can think of: a minstrel show. The network not only airs it, but it incredibly becomes a smash hit. Michael Rapaport co-stars in this searing satire.","/fQSSto6W417GTH9wZmKrgObn1Q5.jpg"
"Enemy at the Gates","215750","[{'id': 10752, 'name': 'War'}]","Enemy at the Gates is a war film from Jean-Jacques Annaud from 2001 that takes place during the battle of Stalingard in World War II between the Russians and the Germans.","/dOWSbEn3ucyoiBE9IgFWAo1O7Sg.jpg"
"L'Âge d'Or","21577","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","The film consists of a series of tightly interlinked vignettes, the most sustained of which details the story of a man and a woman who are passionately in love. Their attempts to consummate their passion are constantly thwarted, by their families, by the Church and bourgeois society in general. In one notable scene, the young girl passionately fellates the toe of a religious statue.","/q3OH9Yk3hOE5uYEK55ASjEtsPfE.jpg"
"The 6th Day","216216","[{'id': 878, 'name': 'Science Fiction'}]","Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.","/6pBUekwhnjW99V0cLphx7dZE2Wx.jpg"
"Code Unknown","216625","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","A series of events unfold like a chain reaction, all stemming from a minor event that brings the film's five characters together. Set in Paris, France, Anne is an actress whose boyfriend Georges photographs the war in Kosovo. Georges' brother, Jean, is looking for the entry code to Georges' apartment. These characters lives interconnect with a Romanian immigrant and a deaf teacher.","/sAXboqo5yhAvONLaF1LzCp15yYw.jpg"
"Vampire Hunter D: Bloodlust","216651","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]","D has been hired to track down Meier Link, a notoriously powerful vampire who has abducted a woman, Charlotte Elbourne. D's orders are strict - find Charlotte, at any cost. For the first time, D faces serious competition. The Markus Brothers, a family of Vampire Hunters, were hired for the same bounty. D Must intercept Meier and conquer hostile forces on all sides in a deadly race against time.","/Aq2bGpoXowUfqWhp6aRMlmYuj2F.jpg"
"Wrong Cops","2166616","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","A group of bad cops look to dispose of a body that one of them accidentally shot.","/47ZWT3ZP4nszUcf1oUBZNxA3jfX.jpg"
"Batman: The Dark Knight Returns, Part 2","2166834","[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]","Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.","/wPeorCnD9MRR2S9Dzh4OpIgNLiv.jpg"
"Getaway","2167202","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","Former race car driver Brent Magna (Hawke) is pitted against the clock. Desperately trying to save the life of his kidnapped wife, Brent commandeers a custom Ford Shelby GT500 Super Snake, taking it and its unwitting owner (Gomez) on a high-speed race against time, at the command of the mysterious villain holding his wife hostage.","/5UJQhrdzxnxAumgyJMgVX9DguC6.jpg"
"Turn It Up","216772","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","Trying to bootstrap his way out of Brooklyn's mean streets is Diamond, a rap musician. With his long-time pal Gage acting as his manager, he's trying to lay down a demo tape with cut-rate studio time. To pay the bills, he and Gage run drugs for ""Mr. B."" Inside a week, Diamond's beloved mother dies suddenly, his father appears after an absence of 12 years and wants a relationship, and his girlfriend Kia tells him she's pregnant, asking him if he's ready to be a father. Gage steals $100,000 in a multiple-felony robbery so that Diamond can record a full album, not knowing it's Mr. B's money he's taken. B wants his money, Diamond wants his music, Tia wants an answer.","/1LqMTyQJnI7IfeDjjGRcDh1vv0r.jpg"
"The Taste of Others","216787","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Agnès Jaoui co-writes and directs this romantic comedy of manners set in France's rustic Provence. Unpolished and ultra-pragmatic industrialist Jean-Jacques Castella (co-scripter Jean-Pierre Bacri) reluctantly attends Racine's tragedy ""Berenice"" in order to see his niece play a bit part. He is taken with the play's strangely familiar-looking leading lady Clara Devaux (Anne Alvaro). During the course of the show, Castella soon remembers that he once hired and then promptly fired the actress as an English language tutor. He immediately goes out and signs up for language lessons. Thinking that he is nothing but an ill-tempered philistine with bad taste, Clara rejects him until Castella charms her off her feet.","/yZg369hkTUTJ47nKJsqwCsNVQbA.jpg"
"Harry, He's Here To Help","216800","[{'id': 35, 'name': 'Comedy'}]","Harry knew Michel in high school; they meet again by accident, Harry inserts himself in Michel's life... and things take a sinister turn.","/pU5fsyBZUIFq4cqUB2X0vQD7HZQ.jpg"
"Bad Words","2170299","[{'id': 35, 'name': 'Comedy'}]","A misanthropic man sets out to exact revenge on his estranged father, by finding a loophole and attempting to win the National Spelling Bee as an adult. Figuring it would destroy his father, and everything he's worked so hard for as head of the Spelling Bee Championship Organization, Guy Trilby (Jason Bateman) eventually discovers winning isn't necessary for revenge, and that friendship is a blessing not a curse.","/cEnpV3XLvgTp3eVXhY2eyQKZk4r.jpg"
"Horrible Bosses 2","2170439","[{'id': 35, 'name': 'Comedy'}]","Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.","/zRkLCOx7o9tjPYb9s7u6mpw8VOs.jpg"
"St. Vincent","2170593","[{'id': 35, 'name': 'Comedy'}]","A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who lives next door.","/w0hzr4eQBk1X4m63fb7sOSt9Bnn.jpg"
"Student of the Year","2172071","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","Dean Yoginder Vashisht, retired, has fallen gravely ill. Several students from his final year at St. Theresa's College rush to his side. In flashbacks, they all recall the events that none of them have gotten over yet, including the dean, and how the ""Student of the Year"" competition shaped who they were, how they related, and what they've become.","/yAhfRGZx7nOAZkrm90pqaAjakdH.jpg"
"Maps to the Stars","2172584","[{'id': 18, 'name': 'Drama'}]","Driven by an intense need for fame and validation, members of a dysfunctional Hollywood dynasty have lives as dramatic as any movie.","/ciIFIMR78V9BMfLEylJGSwnlwm.jpg"
"Cimarron","21746","[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]","When the government opens up the Oklahoma territory for settlement, restless Yancey Cravat claims a plot of the free land for himself and moves his family there from Wichita. A newspaperman, lawyer, and just about everything else, Cravat soon becomes a leading citizen of the boom town of Osage. Once the town is established, however, he begins to feel confined once again, and heads for the Cherokee Strip, leaving his family behind. During this and other absences, his wife Sabra must learn to take care of herself and soon becomes prominent in her own right.","/o5TfT5lgfEfuf25S5kPG92dd8jm.jpg"
"City Lights","21749","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","City Lights is the first silent film that Charlie Chaplin directed after he established himself with sound accompanied films. The film is about a penniless man who falls in love with a flower girl. The film was a great success and today is deemed a cult classic.","/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg"
"Gangs of New York","217505","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 80, 'name': 'Crime'}]","It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.","/ytKo2tLvKUd9Kbs0poXSQh6ft7d.jpg"
"Maggie Simpson in The Longest Daycare","2175842","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]","Maggie Simpson returns to the Ayn Rand School for Tots. There, Maggie's future prospects are deemed to be minimal, so she is left in one of the daycare's less enjoyable rooms, with just a butterfly for company.","/mxvh2h7SQe1s7Y4BspetPpIevjs.jpg"
"Loser","217630","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]","On a university scholarship, a good natured student from the midwest gets a crash course in city life while dealing with three evil roommates. He befriends a virtually homeless college student whom he falls for, but she's dating a nasty professor.","/b3aYI05e1iAc7ouFeBpSUQADxsi.jpg"
"Caesar Must Die","2177511","[{'id': 18, 'name': 'Drama'}, {'id': 99, 'name': 'Documentary'}]","Winner of the Golden Bear at the 2012 Berlin Film Festival, Caesar Must Die (Cesare Deve Morire), the scripted documentary shows inmates at a prison in Rome rehearsing for a performance of Shakespeare's Julius Caesar.","/iTGY3C7MBslyZv1aNBs559CUjac.jpg"
"Ready to Rumble","217756","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.","/cfO3xEdV0EV8bdrby8aeQrfmT4R.jpg"
"The Monuments Men","2177771","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}]","Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?","/buKyrMjMaK78uFdZAbp5Wg3Eveq.jpg"
"Yeh Jawaani Hai Deewani","2178470","[{'id': 10749, 'name': 'Romance'}]","Yeh Jawaani Hai Deewani features two polar opposite characters, who at one point were classmates in Modern School. The first is Naina Talwar (Deepika Padukone), a studious bespectacled young girl. The second is Bunny (Ranbir Kapoor), a carefree young travel-show host, intent on breaking out of the pattern of getting an education, a career, a wife, children, retirement, and eventually death.","/xO0YSVxtyJSTWHJyPsQutIQT9xf.jpg"
"Unbreakable","217869","[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.","/pvL37V88plePxFSszCbV3wRHiBm.jpg"
"The Kings of Summer","2179116","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Joe Toy, on the verge of adolescence, finds himself increasingly frustrated by his single father, Frank's attempts to manage his life. Declaring his freedom once and for all, he escapes to a clearing in the woods with his best friend, Patrick, and a strange kid named Biaggio. He announces that they are going to build a house there, free from responsibility and parents. Once their makeshift abode is finished, the three young men find themselves masters of their own destiny, alone in the woods.","/4HGYmH5mYcBBTIMHhbOBdT1Antl.jpg"
"American Sniper","2179136","[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]","U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.","/svPHnYE7N5NAGO49dBmRhq0vDQ3.jpg"
